Datetime, Temperature;
20/8/2016 08:15;23,181
20/8/2016 08:30;23,757
20/8/2016 08:45;24,466
20/8/2016 09:00;25,461
20/8/2016 09:15;26,768
20/8/2016 09:30;27,843
20/8/2016 09:45;28,793
20/8/2016 10:00;29,564
20/8/2016 10:15;30,198
20/8/2016 10:30;30,556
20/8/2016 10:45;30,940
20/8/2016 11:00;31,294
20/8/2016 11:15;31,657
20/8/2016 11:30;32,061
20/8/2016 11:45;32,602
20/8/2016 12:00;32,206
20/8/2016 12:15;31,574
20/8/2016 12:30;31,837
20/8/2016 12:45;31,673
20/8/2016 13:00;31,796
20/8/2016 13:15;31,984
20/8/2016 13:30;32,223
20/8/2016 13:45;32,061
20/8/2016 14:00;31,785
20/8/2016 14:15;31,973
20/8/2016 14:30;31,840
20/8/2016 14:45;31,377
20/8/2016 15:00;31,274
20/8/2016 15:15;31,125
20/8/2016 15:30;30,473
20/8/2016 15:45;30,682
20/8/2016 16:00;32,331
20/8/2016 16:15;33,061
20/8/2016 16:30;32,098
20/8/2016 16:45;31,445
20/8/2016 17:00;30,889
20/8/2016 17:15;30,809
20/8/2016 17:30;30,717
20/8/2016 17:45;30,797
20/8/2016 18:00;30,424
20/8/2016 18:15;29,715
20/8/2016 18:30;29,016
20/8/2016 18:45;28,316
20/8/2016 19:00;27,816
20/8/2016 19:15;26,999
20/8/2016 19:30;26,070
20/8/2016 19:45;25,411
20/8/2016 20:00;24,843
20/8/2016 20:15;24,348
20/8/2016 20:30;23,946
20/8/2016 20:45;23,608
20/8/2016 21:00;23,301
20/8/2016 21:15;23,091
20/8/2016 21:30;22,923
20/8/2016 21:45;22,846
20/8/2016 22:00;22,890
20/8/2016 22:15;22,920
20/8/2016 22:30;23,033
20/8/2016 22:45;23,423
20/8/2016 23:00;23,631
20/8/2016 23:15;23,962
20/8/2016 23:30;24,699
20/8/2016 23:45;24,837
21/8/2016 00:00;24,904
21/8/2016 00:15;24,921
21/8/2016 00:30;24,973
21/8/2016 00:45;25,079
21/8/2016 01:00;24,953
21/8/2016 01:15;24,620
21/8/2016 01:30;24,463
21/8/2016 01:45;24,222
21/8/2016 02:00;23,969
21/8/2016 02:15;23,893
21/8/2016 02:30;23,969
21/8/2016 02:45;24,671
21/8/2016 03:00;24,774
21/8/2016 03:15;24,715
21/8/2016 03:30;24,736
21/8/2016 03:45;24,730
21/8/2016 04:00;24,422
21/8/2016 04:15;23,952
21/8/2016 04:30;23,585
21/8/2016 04:45;23,391
21/8/2016 05:00;23,169
21/8/2016 05:15;23,045
21/8/2016 05:30;22,906
21/8/2016 05:45;22,800
21/8/2016 06:00;22,735
21/8/2016 06:15;22,771
21/8/2016 06:30;22,699
21/8/2016 06:45;22,634
21/8/2016 07:00;22,501
21/8/2016 07:15;22,340
21/8/2016 07:30;22,267
21/8/2016 07:45;22,365
21/8/2016 08:00;22,784
21/8/2016 08:15;23,309
21/8/2016 08:30;23,841
21/8/2016 08:45;24,470
21/8/2016 09:00;25,447
21/8/2016 09:15;26,626
21/8/2016 09:30;27,842
21/8/2016 09:45;28,827
21/8/2016 10:00;29,773
21/8/2016 10:15;30,593
21/8/2016 10:30;31,347
21/8/2016 10:45;32,041
21/8/2016 11:00;32,598
21/8/2016 11:15;32,933
21/8/2016 11:30;33,426
21/8/2016 11:45;33,670
21/8/2016 12:00;33,839
21/8/2016 12:15;34,117
21/8/2016 12:30;34,802
21/8/2016 12:45;35,139
21/8/2016 13:00;35,107
21/8/2016 13:15;34,625
21/8/2016 13:30;35,285
21/8/2016 13:45;35,484
21/8/2016 14:00;35,303
21/8/2016 14:15;35,339
21/8/2016 14:30;35,198
21/8/2016 14:45;35,185
21/8/2016 15:00;35,401
21/8/2016 15:15;35,329
21/8/2016 15:30;34,965
21/8/2016 15:45;35,048
21/8/2016 16:00;35,881
21/8/2016 16:15;35,912
21/8/2016 16:30;34,849
21/8/2016 16:45;33,512
21/8/2016 17:00;33,021
21/8/2016 17:15;32,825
21/8/2016 17:30;32,787
21/8/2016 17:45;33,536
21/8/2016 18:00;34,157
21/8/2016 18:15;33,436
21/8/2016 18:30;32,769
21/8/2016 18:45;32,302
21/8/2016 19:00;31,471
21/8/2016 19:15;30,504
21/8/2016 19:30;29,388
21/8/2016 19:45;28,444
21/8/2016 20:00;27,667
21/8/2016 20:15;27,120
21/8/2016 20:30;26,647
21/8/2016 20:45;26,311
21/8/2016 21:00;26,040
21/8/2016 21:15;25,818
21/8/2016 21:30;25,514
21/8/2016 21:45;25,324
21/8/2016 22:00;25,003
21/8/2016 22:15;24,928
21/8/2016 22:30;25,066
21/8/2016 22:45;25,160
21/8/2016 23:00;25,409
21/8/2016 23:15;25,371
21/8/2016 23:30;25,408
21/8/2016 23:45;25,613
22/8/2016 00:00;26,021
22/8/2016 00:15;26,069
22/8/2016 00:30;25,639
22/8/2016 00:45;24,797
22/8/2016 01:00;24,155
22/8/2016 01:15;23,748
22/8/2016 01:30;23,413
22/8/2016 01:45;23,251
22/8/2016 02:00;23,159
22/8/2016 02:15;23,022
22/8/2016 02:30;22,877
22/8/2016 02:45;22,676
22/8/2016 03:00;22,460
22/8/2016 03:15;22,252
22/8/2016 03:30;22,159
22/8/2016 03:45;22,094
22/8/2016 04:00;22,247
22/8/2016 04:15;22,443
22/8/2016 04:30;22,615
22/8/2016 04:45;22,574
22/8/2016 05:00;22,498
22/8/2016 05:15;22,441
22/8/2016 05:30;22,384
22/8/2016 05:45;22,450
22/8/2016 06:00;22,385
22/8/2016 06:15;22,248
22/8/2016 06:30;22,038
22/8/2016 06:45;21,853
22/8/2016 07:00;21,812
22/8/2016 07:15;21,842
22/8/2016 07:30;22,069
22/8/2016 07:45;22,509
22/8/2016 08:00;23,006
22/8/2016 08:15;23,509
22/8/2016 08:30;23,895
22/8/2016 08:45;24,219
22/8/2016 09:00;24,766
22/8/2016 09:15;25,827
22/8/2016 09:30;27,011
22/8/2016 09:45;27,875
22/8/2016 10:00;28,653
22/8/2016 10:15;29,153
22/8/2016 10:30;29,582
22/8/2016 10:45;30,114
22/8/2016 11:00;30,532
22/8/2016 11:15;30,897
22/8/2016 11:30;31,777
22/8/2016 11:45;32,458
22/8/2016 12:00;32,349
22/8/2016 12:15;32,656
22/8/2016 12:30;33,329
22/8/2016 12:45;32,827
22/8/2016 13:00;32,723
22/8/2016 13:15;32,142
22/8/2016 13:30;32,460
22/8/2016 13:45;32,269
22/8/2016 14:00;32,228
22/8/2016 14:15;32,180
22/8/2016 14:30;32,331
22/8/2016 14:45;32,422
22/8/2016 15:00;32,583
22/8/2016 15:15;32,806
22/8/2016 15:30;32,920
22/8/2016 15:45;33,088
22/8/2016 16:00;34,275
22/8/2016 16:15;34,523
22/8/2016 16:30;33,826
22/8/2016 16:45;33,366
22/8/2016 17:00;32,544
22/8/2016 17:15;30,853
22/8/2016 17:30;29,649
22/8/2016 17:45;28,475
22/8/2016 18:00;27,474
22/8/2016 18:15;27,906
22/8/2016 18:30;27,423
22/8/2016 18:45;26,610
22/8/2016 19:00;26,239
22/8/2016 19:15;25,919
22/8/2016 19:30;25,461
22/8/2016 19:45;24,926
22/8/2016 20:00;24,592
22/8/2016 20:15;24,367
22/8/2016 20:30;23,979
22/8/2016 20:45;23,623
22/8/2016 21:00;23,434
22/8/2016 21:15;23,336
22/8/2016 21:30;23,264
22/8/2016 21:45;23,262
22/8/2016 22:00;23,281
22/8/2016 22:15;23,254
22/8/2016 22:30;23,214
22/8/2016 22:45;23,137
22/8/2016 23:00;23,064
22/8/2016 23:15;23,033
22/8/2016 23:30;22,959
22/8/2016 23:45;22,885
23/8/2016 00:00;22,803
23/8/2016 00:15;22,677
23/8/2016 00:30;22,538
23/8/2016 00:45;22,423
23/8/2016 01:00;22,332
23/8/2016 01:15;22,283
23/8/2016 01:30;22,226
23/8/2016 01:45;22,202
23/8/2016 02:00;22,164
23/8/2016 02:15;22,139
23/8/2016 02:30;22,156
23/8/2016 02:45;22,163
23/8/2016 03:00;22,188
23/8/2016 03:15;22,177
23/8/2016 03:30;22,157
23/8/2016 03:45;22,154
23/8/2016 04:00;22,170
23/8/2016 04:15;22,244
23/8/2016 04:30;22,286
23/8/2016 04:45;22,309
23/8/2016 05:00;22,304
23/8/2016 05:15;22,212
23/8/2016 05:30;22,092
23/8/2016 05:45;21,997
23/8/2016 06:00;21,898
23/8/2016 06:15;21,783
23/8/2016 06:30;21,704
23/8/2016 06:45;21,603
23/8/2016 07:00;21,540
23/8/2016 07:15;21,525
23/8/2016 07:30;21,685
23/8/2016 07:45;22,053
23/8/2016 08:00;22,278
23/8/2016 08:15;22,583
23/8/2016 08:30;22,660
23/8/2016 08:45;23,091
23/8/2016 09:00;23,527
23/8/2016 09:15;23,824
23/8/2016 09:30;23,681
23/8/2016 09:45;24,029
23/8/2016 10:00;25,148
23/8/2016 10:15;25,693
23/8/2016 10:30;26,027
23/8/2016 10:45;24,774
23/8/2016 11:00;23,844
23/8/2016 11:15;23,338
23/8/2016 11:30;24,727
23/8/2016 11:45;25,151
23/8/2016 12:00;24,675
23/8/2016 12:15;24,714
23/8/2016 12:30;25,588
23/8/2016 12:45;26,285
23/8/2016 13:00;26,856
23/8/2016 13:15;26,123
23/8/2016 13:30;24,970
23/8/2016 13:45;24,083
23/8/2016 14:00;22,762
23/8/2016 14:15;22,314
23/8/2016 14:30;22,707
23/8/2016 14:45;23,803
23/8/2016 15:00;24,935
23/8/2016 15:15;25,882
23/8/2016 15:30;26,430
23/8/2016 15:45;26,306
23/8/2016 16:00;26,082
23/8/2016 16:15;25,442
23/8/2016 16:30;24,997
23/8/2016 16:45;24,498
23/8/2016 17:00;23,854
23/8/2016 17:15;23,448
23/8/2016 17:30;23,222
23/8/2016 17:45;23,093
23/8/2016 18:00;23,045
23/8/2016 18:15;22,907
23/8/2016 18:30;22,651
23/8/2016 18:45;22,143
23/8/2016 19:00;21,899
23/8/2016 19:15;21,806
23/8/2016 19:30;21,678
23/8/2016 19:45;21,613
23/8/2016 20:00;21,525
23/8/2016 20:15;21,359
23/8/2016 20:30;21,157
23/8/2016 20:45;20,943
23/8/2016 21:00;20,929
23/8/2016 21:15;21,121
23/8/2016 21:30;21,215
23/8/2016 21:45;21,231
23/8/2016 22:00;21,451
23/8/2016 22:15;21,560
23/8/2016 22:30;21,639
23/8/2016 22:45;21,649
23/8/2016 23:00;21,754
23/8/2016 23:15;21,774
23/8/2016 23:30;21,593
23/8/2016 23:45;21,606
24/8/2016 00:00;21,615
24/8/2016 00:15;22,101
24/8/2016 00:30;21,863
24/8/2016 00:45;21,790
24/8/2016 01:00;21,648
24/8/2016 01:15;21,492
24/8/2016 01:30;21,191
24/8/2016 01:45;20,999
24/8/2016 02:00;20,924
24/8/2016 02:15;21,018
24/8/2016 02:30;21,089
24/8/2016 02:45;20,897
24/8/2016 03:00;20,642
24/8/2016 03:15;20,579
24/8/2016 03:30;20,549
24/8/2016 03:45;20,618
24/8/2016 04:00;20,518
24/8/2016 04:15;20,549
24/8/2016 04:30;20,515
24/8/2016 04:45;20,262
24/8/2016 05:00;20,104
24/8/2016 05:15;20,046
24/8/2016 05:30;20,071
24/8/2016 05:45;20,079
24/8/2016 06:00;20,115
24/8/2016 06:15;19,777
24/8/2016 06:30;19,683
24/8/2016 06:45;19,971
24/8/2016 07:00;20,158
24/8/2016 07:15;20,386
24/8/2016 07:30;20,557
24/8/2016 07:45;20,732
24/8/2016 08:00;21,033
24/8/2016 08:15;21,360
24/8/2016 08:30;21,758
24/8/2016 08:45;22,306
24/8/2016 09:00;22,663
24/8/2016 09:15;23,120
24/8/2016 09:30;23,579
24/8/2016 09:45;23,662
24/8/2016 10:00;24,121
24/8/2016 10:15;24,604
24/8/2016 10:30;25,269
24/8/2016 10:45;25,493
24/8/2016 11:00;25,860
24/8/2016 11:15;26,718
24/8/2016 11:30;27,617
24/8/2016 11:45;28,406
24/8/2016 12:00;28,561
24/8/2016 12:15;28,866
24/8/2016 12:30;29,124
24/8/2016 12:45;28,316
24/8/2016 13:00;27,796
24/8/2016 13:15;27,792
24/8/2016 13:30;27,884
24/8/2016 13:45;29,256
24/8/2016 14:00;29,153
24/8/2016 14:15;29,080
24/8/2016 14:30;29,156
24/8/2016 14:45;29,199
24/8/2016 15:00;29,838
24/8/2016 15:15;29,698
24/8/2016 15:30;29,300
24/8/2016 15:45;28,975
24/8/2016 16:00;28,418
24/8/2016 16:15;28,244
24/8/2016 16:30;28,659
24/8/2016 16:45;28,927
24/8/2016 17:00;28,790
24/8/2016 17:15;28,436
24/8/2016 17:30;29,296
24/8/2016 17:45;30,048
24/8/2016 18:00;30,323
24/8/2016 18:15;30,181
24/8/2016 18:30;29,975
24/8/2016 18:45;29,641
24/8/2016 19:00;29,097
24/8/2016 19:15;28,460
24/8/2016 19:30;27,489
24/8/2016 19:45;26,504
24/8/2016 20:00;25,731
24/8/2016 20:15;25,212
24/8/2016 20:30;24,771
24/8/2016 20:45;24,323
24/8/2016 21:00;23,977
24/8/2016 21:15;23,850
24/8/2016 21:30;23,910
24/8/2016 21:45;24,207
24/8/2016 22:00;24,571
24/8/2016 22:15;24,900
24/8/2016 22:30;24,816
24/8/2016 22:45;24,928
24/8/2016 23:00;24,906
24/8/2016 23:15;24,645
24/8/2016 23:30;24,453
24/8/2016 23:45;24,071
25/8/2016 00:00;23,893
25/8/2016 00:15;23,856
25/8/2016 00:30;23,898
25/8/2016 00:45;24,197
25/8/2016 01:00;24,377
25/8/2016 01:15;24,762
25/8/2016 01:30;25,159
25/8/2016 01:45;25,475
25/8/2016 02:00;25,518
25/8/2016 02:15;25,725
25/8/2016 02:30;25,506
25/8/2016 02:45;25,340
25/8/2016 03:00;24,981
25/8/2016 03:15;24,567
25/8/2016 03:30;24,242
25/8/2016 03:45;23,949
25/8/2016 04:00;24,010
25/8/2016 04:15;23,498
25/8/2016 04:30;23,100
25/8/2016 04:45;22,997
25/8/2016 05:00;22,767
25/8/2016 05:15;22,869
25/8/2016 05:30;22,937
25/8/2016 05:45;22,898
25/8/2016 06:00;23,097
25/8/2016 06:15;23,509
25/8/2016 06:30;23,774
25/8/2016 06:45;24,136
25/8/2016 07:00;24,393
25/8/2016 07:15;24,387
25/8/2016 07:30;24,598
25/8/2016 07:45;24,937
25/8/2016 08:00;25,184
25/8/2016 08:15;25,182
25/8/2016 08:30;25,226
25/8/2016 08:45;25,793
25/8/2016 09:00;26,759
25/8/2016 09:15;28,160
25/8/2016 09:30;28,706
25/8/2016 09:45;28,632
25/8/2016 10:00;29,653
25/8/2016 10:15;30,753
25/8/2016 10:30;31,643
25/8/2016 10:45;32,412
25/8/2016 11:00;32,634
25/8/2016 11:15;32,042
25/8/2016 11:30;32,321
25/8/2016 11:45;32,635
25/8/2016 12:00;33,568
25/8/2016 12:15;34,151
25/8/2016 12:30;34,774
25/8/2016 12:45;35,103
25/8/2016 13:00;35,664
25/8/2016 13:15;35,121
25/8/2016 13:30;35,240
25/8/2016 13:45;35,667
25/8/2016 14:00;34,786
25/8/2016 14:15;34,296
25/8/2016 14:30;34,009
25/8/2016 14:45;33,709
25/8/2016 15:00;33,371
25/8/2016 15:15;33,231
25/8/2016 15:30;32,992
25/8/2016 15:45;32,893
25/8/2016 16:00;33,320
25/8/2016 16:15;32,458
25/8/2016 16:30;32,326
25/8/2016 16:45;32,465
25/8/2016 17:00;32,372
25/8/2016 17:15;32,039
25/8/2016 17:30;32,164
25/8/2016 17:45;32,457
25/8/2016 18:00;31,796
25/8/2016 18:15;31,594
25/8/2016 18:30;31,935
25/8/2016 18:45;31,176
25/8/2016 19:00;30,363
25/8/2016 19:15;29,452
25/8/2016 19:30;28,515
25/8/2016 19:45;27,780
25/8/2016 20:00;26,983
25/8/2016 20:15;26,201
25/8/2016 20:30;25,619
25/8/2016 20:45;25,204
25/8/2016 21:00;24,753
25/8/2016 21:15;24,514
25/8/2016 21:30;24,405
25/8/2016 21:45;24,305
25/8/2016 22:00;24,330
25/8/2016 22:15;24,787
25/8/2016 22:30;25,542
25/8/2016 22:45;25,989
25/8/2016 23:00;26,480
25/8/2016 23:15;26,701
25/8/2016 23:30;26,951
25/8/2016 23:45;27,077
26/8/2016 00:00;27,129
26/8/2016 00:15;26,769
26/8/2016 00:30;26,616
26/8/2016 00:45;26,312
26/8/2016 01:00;26,137
26/8/2016 01:15;25,900
26/8/2016 01:30;26,112
26/8/2016 01:45;26,224
26/8/2016 02:00;26,079
26/8/2016 02:15;26,097
26/8/2016 02:30;26,110
26/8/2016 02:45;26,262
26/8/2016 03:00;26,296
26/8/2016 03:15;26,113
26/8/2016 03:30;25,891
26/8/2016 03:45;25,987
26/8/2016 04:00;26,026
26/8/2016 04:15;25,381
26/8/2016 04:30;24,739
26/8/2016 04:45;24,463
26/8/2016 05:00;23,944
26/8/2016 05:15;24,047
26/8/2016 05:30;24,198
26/8/2016 05:45;23,977
26/8/2016 06:00;23,851
26/8/2016 06:15;23,735
26/8/2016 06:30;23,707
26/8/2016 06:45;23,695
26/8/2016 07:00;23,525
26/8/2016 07:15;23,425
26/8/2016 07:30;23,567
26/8/2016 07:45;23,821
26/8/2016 08:00;24,089
26/8/2016 08:15;24,648
26/8/2016 08:30;24,978
26/8/2016 08:45;25,415
26/8/2016 09:00;25,943
26/8/2016 09:15;26,698
26/8/2016 09:30;27,577
26/8/2016 09:45;27,813
26/8/2016 10:00;27,557
26/8/2016 10:15;28,700
26/8/2016 10:30;28,471
26/8/2016 10:45;28,456
26/8/2016 11:00;30,097
26/8/2016 11:15;31,220
26/8/2016 11:30;31,799
26/8/2016 11:45;32,368
26/8/2016 12:00;33,156
26/8/2016 12:15;33,066
26/8/2016 12:30;33,366
26/8/2016 12:45;33,281
26/8/2016 13:00;33,428
26/8/2016 13:15;32,918
26/8/2016 13:30;33,452
26/8/2016 13:45;33,735
26/8/2016 14:00;32,613
26/8/2016 14:15;32,166
26/8/2016 14:30;32,210
26/8/2016 14:45;32,583
26/8/2016 15:00;32,820
26/8/2016 15:15;32,372
26/8/2016 15:30;32,910
26/8/2016 15:45;32,995
26/8/2016 16:00;33,491
26/8/2016 16:15;33,011
26/8/2016 16:30;32,212
26/8/2016 16:45;31,906
26/8/2016 17:00;32,110
26/8/2016 17:15;31,959
26/8/2016 17:30;32,271
26/8/2016 17:45;31,752
26/8/2016 18:00;31,274
26/8/2016 18:15;30,444
26/8/2016 18:30;30,803
26/8/2016 18:45;30,040
26/8/2016 19:00;29,480
26/8/2016 19:15;28,840
26/8/2016 19:30;28,115
26/8/2016 19:45;27,249
26/8/2016 20:00;26,550
26/8/2016 20:15;26,020
26/8/2016 20:30;25,582
26/8/2016 20:45;25,338
26/8/2016 21:00;25,113
26/8/2016 21:15;24,923
26/8/2016 21:30;24,768
26/8/2016 21:45;24,706
26/8/2016 22:00;24,648
26/8/2016 22:15;24,596
26/8/2016 22:30;24,737
26/8/2016 22:45;25,194
26/8/2016 23:00;25,867
26/8/2016 23:15;26,245
26/8/2016 23:30;25,910
26/8/2016 23:45;25,687
27/8/2016 00:00;25,959
27/8/2016 00:15;26,235
27/8/2016 00:30;26,302
27/8/2016 00:45;26,389
27/8/2016 01:00;26,322
27/8/2016 01:15;26,325
27/8/2016 01:30;26,342
27/8/2016 01:45;25,852
27/8/2016 02:00;25,372
27/8/2016 02:15;25,106
27/8/2016 02:30;24,828
27/8/2016 02:45;24,434
27/8/2016 03:00;24,415
27/8/2016 03:15;23,889
27/8/2016 03:30;23,586
27/8/2016 03:45;23,666
27/8/2016 04:00;23,761
27/8/2016 04:15;23,500
27/8/2016 04:30;23,306
27/8/2016 04:45;23,233
27/8/2016 05:00;23,335
27/8/2016 05:15;23,348
27/8/2016 05:30;23,511
27/8/2016 05:45;23,530
27/8/2016 06:00;23,429
27/8/2016 06:15;23,280
27/8/2016 06:30;23,190
27/8/2016 06:45;22,964
27/8/2016 07:00;22,822
27/8/2016 07:15;22,952
27/8/2016 07:30;23,072
27/8/2016 07:45;23,367
27/8/2016 08:00;23,615
27/8/2016 08:15;24,019
27/8/2016 08:30;24,482
27/8/2016 08:45;25,088
27/8/2016 09:00;25,904
27/8/2016 09:15;26,862
27/8/2016 09:30;27,720
27/8/2016 09:45;28,359
27/8/2016 10:00;28,847
27/8/2016 10:15;29,434
27/8/2016 10:30;29,987
27/8/2016 10:45;30,255
27/8/2016 11:00;30,728
27/8/2016 11:15;30,978
27/8/2016 11:30;31,440
27/8/2016 11:45;31,703
27/8/2016 12:00;32,057
27/8/2016 12:15;32,123
27/8/2016 12:30;31,821
27/8/2016 12:45;31,788
27/8/2016 13:00;31,670
27/8/2016 13:15;31,714
27/8/2016 13:30;31,663
27/8/2016 13:45;31,873
27/8/2016 14:00;31,500
27/8/2016 14:15;31,523
27/8/2016 14:30;31,660
27/8/2016 14:45;31,456
27/8/2016 15:00;31,412
27/8/2016 15:15;31,275
27/8/2016 15:30;31,443
27/8/2016 15:45;31,797
27/8/2016 16:00;31,674
27/8/2016 16:15;31,424
27/8/2016 16:30;30,987
27/8/2016 16:45;30,937
27/8/2016 17:00;30,834
27/8/2016 17:15;31,095
27/8/2016 17:30;31,044
27/8/2016 17:45;31,300
27/8/2016 18:00;31,097
27/8/2016 18:15;30,730
27/8/2016 18:30;30,565
27/8/2016 18:45;29,963
27/8/2016 19:00;29,337
27/8/2016 19:15;28,354
27/8/2016 19:30;27,698
27/8/2016 19:45;26,647
27/8/2016 20:00;25,792
27/8/2016 20:15;25,082
27/8/2016 20:30;24,391
27/8/2016 20:45;23,834
27/8/2016 21:00;23,426
27/8/2016 21:15;23,153
27/8/2016 21:30;23,011
27/8/2016 21:45;22,885
27/8/2016 22:00;22,732
27/8/2016 22:15;22,584
27/8/2016 22:30;22,493
27/8/2016 22:45;22,413
27/8/2016 23:00;22,390
27/8/2016 23:15;22,351
27/8/2016 23:30;22,312
27/8/2016 23:45;22,322
28/8/2016 00:00;22,248
28/8/2016 00:15;22,199
28/8/2016 00:30;22,141
28/8/2016 00:45;22,068
28/8/2016 01:00;22,022
28/8/2016 01:15;22,072
28/8/2016 01:30;21,953
28/8/2016 01:45;21,992
28/8/2016 02:00;21,845
28/8/2016 02:15;21,770
28/8/2016 02:30;21,791
28/8/2016 02:45;21,734
28/8/2016 03:00;21,681
28/8/2016 03:15;21,744
28/8/2016 03:30;21,658
28/8/2016 03:45;21,622
28/8/2016 04:00;21,540
28/8/2016 04:15;21,462
28/8/2016 04:30;21,449
28/8/2016 04:45;21,304
28/8/2016 05:00;21,301
28/8/2016 05:15;21,312
28/8/2016 05:30;21,281
28/8/2016 05:45;21,428
28/8/2016 06:00;21,406
28/8/2016 06:15;21,270
28/8/2016 06:30;21,399
28/8/2016 06:45;21,279
28/8/2016 07:00;21,145
28/8/2016 07:15;21,214
28/8/2016 07:30;21,356
28/8/2016 07:45;21,566
28/8/2016 08:00;21,751
28/8/2016 08:15;22,232
28/8/2016 08:30;22,691
28/8/2016 08:45;23,452
28/8/2016 09:00;24,349
28/8/2016 09:15;25,492
28/8/2016 09:30;26,525
28/8/2016 09:45;27,284
28/8/2016 10:00;28,014
28/8/2016 10:15;28,758
28/8/2016 10:30;29,152
28/8/2016 10:45;29,360
28/8/2016 11:00;29,573
28/8/2016 11:15;29,738
28/8/2016 11:30;29,802
28/8/2016 11:45;29,995
28/8/2016 12:00;30,052
28/8/2016 12:15;30,109
28/8/2016 12:30;30,075
28/8/2016 12:45;30,239
28/8/2016 13:00;30,889
28/8/2016 13:15;31,036
28/8/2016 13:30;31,172
28/8/2016 13:45;30,736
28/8/2016 14:00;30,153
28/8/2016 14:15;30,396
28/8/2016 14:30;30,746
28/8/2016 14:45;31,125
28/8/2016 15:00;31,039
28/8/2016 15:15;31,150
28/8/2016 15:30;31,270
28/8/2016 15:45;31,336
28/8/2016 16:00;31,376
28/8/2016 16:15;31,234
28/8/2016 16:30;31,008
28/8/2016 16:45;30,992
28/8/2016 17:00;31,029
28/8/2016 17:15;30,897
28/8/2016 17:30;30,830
28/8/2016 17:45;31,081
28/8/2016 18:00;30,853
28/8/2016 18:15;30,545
28/8/2016 18:30;30,085
28/8/2016 18:45;29,470
28/8/2016 19:00;28,918
28/8/2016 19:15;28,256
28/8/2016 19:30;27,575
28/8/2016 19:45;26,598
28/8/2016 20:00;25,755
28/8/2016 20:15;25,048
28/8/2016 20:30;24,453
28/8/2016 20:45;23,893
28/8/2016 21:00;23,458
28/8/2016 21:15;23,209
28/8/2016 21:30;23,032
28/8/2016 21:45;22,852
28/8/2016 22:00;22,723
28/8/2016 22:15;22,554
28/8/2016 22:30;22,415
28/8/2016 22:45;22,332
28/8/2016 23:00;22,130
28/8/2016 23:15;22,239
28/8/2016 23:30;22,286
28/8/2016 23:45;22,265
29/8/2016 00:00;22,254
29/8/2016 00:15;22,284
29/8/2016 00:30;22,221
29/8/2016 00:45;22,123
29/8/2016 01:00;22,051
29/8/2016 01:15;22,039
29/8/2016 01:30;21,940
29/8/2016 01:45;21,974
29/8/2016 02:00;21,957
29/8/2016 02:15;21,863
29/8/2016 02:30;21,812
29/8/2016 02:45;21,843
29/8/2016 03:00;21,774
29/8/2016 03:15;21,720
29/8/2016 03:30;21,649
29/8/2016 03:45;21,557
29/8/2016 04:00;21,540
29/8/2016 04:15;21,546
29/8/2016 04:30;21,553
29/8/2016 04:45;21,510
29/8/2016 05:00;21,521
29/8/2016 05:15;21,571
29/8/2016 05:30;21,586
29/8/2016 05:45;21,628
29/8/2016 06:00;21,665
29/8/2016 06:15;21,681
29/8/2016 06:30;21,573
29/8/2016 06:45;21,510
29/8/2016 07:00;21,479
29/8/2016 07:15;21,528
29/8/2016 07:30;21,652
29/8/2016 07:45;21,757
29/8/2016 08:00;22,055
29/8/2016 08:15;22,430
29/8/2016 08:30;22,794
29/8/2016 08:45;23,316
29/8/2016 09:00;23,947
29/8/2016 09:15;24,885
29/8/2016 09:30;25,849
29/8/2016 09:45;26,714
29/8/2016 10:00;27,616
29/8/2016 10:15;28,378
29/8/2016 10:30;28,929
29/8/2016 10:45;29,153
29/8/2016 11:00;29,524
29/8/2016 11:15;29,741
29/8/2016 11:30;30,003
29/8/2016 11:45;30,167
29/8/2016 12:00;30,269
29/8/2016 12:15;30,342
29/8/2016 12:30;30,402
29/8/2016 12:45;30,581
29/8/2016 13:00;30,559
29/8/2016 13:15;30,898
29/8/2016 13:30;31,139
29/8/2016 13:45;30,886
29/8/2016 14:00;30,884
29/8/2016 14:15;30,742
29/8/2016 14:30;30,841
29/8/2016 14:45;30,953
29/8/2016 15:00;31,390
29/8/2016 15:15;31,733
29/8/2016 15:30;31,981
29/8/2016 15:45;31,789
29/8/2016 16:00;31,459
29/8/2016 16:15;31,261
29/8/2016 16:30;30,756
29/8/2016 16:45;30,951
29/8/2016 17:00;31,087
29/8/2016 17:15;30,967
29/8/2016 17:30;30,732
29/8/2016 17:45;31,015
29/8/2016 18:00;30,532
29/8/2016 18:15;30,004
29/8/2016 18:30;29,590
29/8/2016 18:45;28,932
29/8/2016 19:00;28,383
29/8/2016 19:15;27,691
29/8/2016 19:30;26,671
29/8/2016 19:45;25,673
29/8/2016 20:00;24,853
29/8/2016 20:15;24,223
29/8/2016 20:30;23,703
29/8/2016 20:45;23,230
29/8/2016 21:00;22,855
29/8/2016 21:15;22,606
29/8/2016 21:30;22,317
29/8/2016 21:45;22,127
29/8/2016 22:00;22,111
29/8/2016 22:15;22
29/8/2016 22:30;21,922
29/8/2016 22:45;21,817
29/8/2016 23:00;21,704
29/8/2016 23:15;21,682
29/8/2016 23:30;21,671
29/8/2016 23:45;21,707
30/8/2016 00:00;21,712
30/8/2016 00:15;21,720
30/8/2016 00:30;21,757
30/8/2016 00:45;21,694
30/8/2016 01:00;21,605
