Datetime, Temperature;
29/7/2016 07:30;23,317
29/7/2016 07:45;23,799
29/7/2016 08:00;24,236
29/7/2016 08:15;24,646
29/7/2016 08:30;25,219
29/7/2016 08:45;26,091
29/7/2016 09:00;26,890
29/7/2016 09:15;27,444
29/7/2016 09:30;28,165
29/7/2016 09:45;28,735
29/7/2016 10:00;29,103
29/7/2016 10:15;29,544
29/7/2016 10:30;29,616
29/7/2016 10:45;30,133
29/7/2016 11:00;33,513
29/7/2016 11:15;33,895
29/7/2016 11:30;31,404
29/7/2016 11:45;30,925
29/7/2016 12:00;30,699
29/7/2016 12:15;30,753
29/7/2016 12:30;30,532
29/7/2016 12:45;31,566
29/7/2016 13:00;30,570
29/7/2016 13:15;30,909
29/7/2016 13:30;29,858
29/7/2016 13:45;29,883
29/7/2016 14:00;29,841
29/7/2016 14:15;30,034
29/7/2016 14:30;30,179
29/7/2016 14:45;29,635
29/7/2016 15:00;29,253
29/7/2016 15:15;29,271
29/7/2016 15:30;29,241
29/7/2016 15:45;29,530
29/7/2016 16:00;30,283
29/7/2016 16:15;31,022
29/7/2016 16:30;29,632
29/7/2016 16:45;29,613
29/7/2016 17:00;29,273
29/7/2016 17:15;28,741
29/7/2016 17:30;28,580
29/7/2016 17:45;28,609
29/7/2016 18:00;28,107
29/7/2016 18:15;27,990
29/7/2016 18:30;28,009
29/7/2016 18:45;29,109
29/7/2016 19:00;27,967
29/7/2016 19:15;27,119
29/7/2016 19:30;26,443
29/7/2016 19:45;25,743
29/7/2016 20:00;25,374
29/7/2016 20:15;25,209
29/7/2016 20:30;25,006
29/7/2016 20:45;24,807
29/7/2016 21:00;24,574
29/7/2016 21:15;24,290
29/7/2016 21:30;24,076
29/7/2016 21:45;24,022
29/7/2016 22:00;23,987
29/7/2016 22:15;23,850
29/7/2016 22:30;23,602
29/7/2016 22:45;23,365
29/7/2016 23:00;23,206
29/7/2016 23:15;23,111
29/7/2016 23:30;23,201
29/7/2016 23:45;23,130
30/7/2016 00:00;23,104
30/7/2016 00:15;23,323
30/7/2016 00:30;23,575
30/7/2016 00:45;23,586
30/7/2016 01:00;23,669
30/7/2016 01:15;24,118
30/7/2016 01:30;24,744
30/7/2016 01:45;25,131
30/7/2016 02:00;25,307
30/7/2016 02:15;25,004
30/7/2016 02:30;24,834
30/7/2016 02:45;24,425
30/7/2016 03:00;24,050
30/7/2016 03:15;23,923
30/7/2016 03:30;23,933
30/7/2016 03:45;23,958
30/7/2016 04:00;24,028
30/7/2016 04:15;24,193
30/7/2016 04:30;24,019
30/7/2016 04:45;23,861
30/7/2016 05:00;23,595
30/7/2016 05:15;23,274
30/7/2016 05:30;22,984
30/7/2016 05:45;22,748
30/7/2016 06:00;22,596
30/7/2016 06:15;22,361
30/7/2016 06:30;22,211
30/7/2016 06:45;22,075
30/7/2016 07:00;21,947
30/7/2016 07:15;22,025
30/7/2016 07:30;22,405
30/7/2016 07:45;22,919
30/7/2016 08:00;23,441
30/7/2016 08:15;23,982
30/7/2016 08:30;24,827
30/7/2016 08:45;25,829
30/7/2016 09:00;26,523
30/7/2016 09:15;27,029
30/7/2016 09:30;27,679
30/7/2016 09:45;28,363
30/7/2016 10:00;29,033
30/7/2016 10:15;29,506
30/7/2016 10:30;29,906
30/7/2016 10:45;30,486
30/7/2016 11:00;33,533
30/7/2016 11:15;33,745
30/7/2016 11:30;31,845
30/7/2016 11:45;31,864
30/7/2016 12:00;31,355
30/7/2016 12:15;31,228
30/7/2016 12:30;31,277
30/7/2016 12:45;33,265
30/7/2016 13:00;32,128
30/7/2016 13:15;33,294
30/7/2016 13:30;32,852
30/7/2016 13:45;32,503
30/7/2016 14:00;32,087
30/7/2016 14:15;31,783
30/7/2016 14:30;31,711
30/7/2016 14:45;31,274
30/7/2016 15:00;30,649
30/7/2016 15:15;30,936
30/7/2016 15:30;30,919
30/7/2016 15:45;31,181
30/7/2016 16:00;31,748
30/7/2016 16:15;31,763
30/7/2016 16:30;30,021
30/7/2016 16:45;29,083
30/7/2016 17:00;29,667
30/7/2016 17:15;29,944
30/7/2016 17:30;29,977
30/7/2016 17:45;30,020
30/7/2016 18:00;29,582
30/7/2016 18:15;29,609
30/7/2016 18:30;29,043
30/7/2016 18:45;30,906
30/7/2016 19:00;29,604
30/7/2016 19:15;28,269
30/7/2016 19:30;27,419
30/7/2016 19:45;26,702
30/7/2016 20:00;25,996
30/7/2016 20:15;25,678
30/7/2016 20:30;25,378
30/7/2016 20:45;24,998
30/7/2016 21:00;24,695
30/7/2016 21:15;24,403
30/7/2016 21:30;24,200
30/7/2016 21:45;24,120
30/7/2016 22:00;23,997
30/7/2016 22:15;23,870
30/7/2016 22:30;23,690
30/7/2016 22:45;23,582
30/7/2016 23:00;23,626
30/7/2016 23:15;23,583
30/7/2016 23:30;23,518
30/7/2016 23:45;23,551
31/7/2016 00:00;23,706
31/7/2016 00:15;23,893
31/7/2016 00:30;24,267
31/7/2016 00:45;24,326
31/7/2016 01:00;24,054
31/7/2016 01:15;23,990
31/7/2016 01:30;24,191
31/7/2016 01:45;24,219
31/7/2016 02:00;24,168
31/7/2016 02:15;23,912
31/7/2016 02:30;23,674
31/7/2016 02:45;23,426
31/7/2016 03:00;23,320
31/7/2016 03:15;23,281
31/7/2016 03:30;23,604
31/7/2016 03:45;23,653
31/7/2016 04:00;23,851
31/7/2016 04:15;23,761
31/7/2016 04:30;23,626
31/7/2016 04:45;23,681
31/7/2016 05:00;23,592
31/7/2016 05:15;23,479
31/7/2016 05:30;23,412
31/7/2016 05:45;23,470
31/7/2016 06:00;23,450
31/7/2016 06:15;23,072
31/7/2016 06:30;22,862
31/7/2016 06:45;22,670
31/7/2016 07:00;22,582
31/7/2016 07:15;22,629
31/7/2016 07:30;22,856
31/7/2016 07:45;23,143
31/7/2016 08:00;23,844
31/7/2016 08:15;24,671
31/7/2016 08:30;25,504
31/7/2016 08:45;26,235
31/7/2016 09:00;26,902
31/7/2016 09:15;27,201
31/7/2016 09:30;28,254
31/7/2016 09:45;29,075
31/7/2016 10:00;29,767
31/7/2016 10:15;30,326
31/7/2016 10:30;31,228
31/7/2016 10:45;31,924
31/7/2016 11:00;34,517
31/7/2016 11:15;35,073
31/7/2016 11:30;34,825
31/7/2016 11:45;34,875
31/7/2016 12:00;35,032
31/7/2016 12:15;34,317
31/7/2016 12:30;36,009
31/7/2016 12:45;36,856
31/7/2016 13:00;35,426
31/7/2016 13:15;35,243
31/7/2016 13:30;34,463
31/7/2016 13:45;33,780
31/7/2016 14:00;33,400
31/7/2016 14:15;33,754
31/7/2016 14:30;34,169
31/7/2016 14:45;34,730
31/7/2016 15:00;33,991
31/7/2016 15:15;34,187
31/7/2016 15:30;35,205
31/7/2016 15:45;35,564
31/7/2016 16:00;36,540
31/7/2016 16:15;38,253
31/7/2016 16:30;35,845
31/7/2016 16:45;34,464
31/7/2016 17:00;33,545
31/7/2016 17:15;33,176
31/7/2016 17:30;32,989
31/7/2016 17:45;33,268
31/7/2016 18:00;33,006
31/7/2016 18:15;32,846
31/7/2016 18:30;33,151
31/7/2016 18:45;34,974
31/7/2016 19:00;33,843
31/7/2016 19:15;32,659
31/7/2016 19:30;31,679
31/7/2016 19:45;30,866
31/7/2016 20:00;30,232
31/7/2016 20:15;29,785
31/7/2016 20:30;29,361
31/7/2016 20:45;28,999
31/7/2016 21:00;28,568
31/7/2016 21:15;28,160
31/7/2016 21:30;27,968
31/7/2016 21:45;27,571
31/7/2016 22:00;27,329
31/7/2016 22:15;27,094
31/7/2016 22:30;26,947
31/7/2016 22:45;26,810
31/7/2016 23:00;26,587
31/7/2016 23:15;26,508
31/7/2016 23:30;26,595
31/7/2016 23:45;26,930
1/8/2016 00:00;27,207
1/8/2016 00:15;27,052
1/8/2016 00:30;27,197
1/8/2016 00:45;27,105
1/8/2016 01:00;27,117
1/8/2016 01:15;27,186
1/8/2016 01:30;27,272
1/8/2016 01:45;27,135
1/8/2016 02:00;26,677
1/8/2016 02:15;26,162
1/8/2016 02:30;25,989
1/8/2016 02:45;25,835
1/8/2016 03:00;25,795
1/8/2016 03:15;25,941
1/8/2016 03:30;26,066
1/8/2016 03:45;25,935
1/8/2016 04:00;25,344
1/8/2016 04:15;24,885
1/8/2016 04:30;24,777
1/8/2016 04:45;24,424
1/8/2016 05:00;24,241
1/8/2016 05:15;24,130
1/8/2016 05:30;24,114
1/8/2016 05:45;24,250
1/8/2016 06:00;24,359
1/8/2016 06:15;23,977
1/8/2016 06:30;23,825
1/8/2016 06:45;23,821
1/8/2016 07:00;24,089
1/8/2016 07:15;24,165
1/8/2016 07:30;24,522
1/8/2016 07:45;24,931
1/8/2016 08:00;25,434
1/8/2016 08:15;26,015
1/8/2016 08:30;26,739
1/8/2016 08:45;27,506
1/8/2016 09:00;28,389
1/8/2016 09:15;29,501
1/8/2016 09:30;30,494
1/8/2016 09:45;31,300
1/8/2016 10:00;31,891
1/8/2016 10:15;32,296
1/8/2016 10:30;32,487
1/8/2016 10:45;32,595
1/8/2016 11:00;34,673
1/8/2016 11:15;35,033
1/8/2016 11:30;34,645
1/8/2016 11:45;33,964
1/8/2016 12:00;34,216
1/8/2016 12:15;33,607
1/8/2016 12:30;34,998
1/8/2016 12:45;35,772
1/8/2016 13:00;34,844
1/8/2016 13:15;34,456
1/8/2016 13:30;34,939
1/8/2016 13:45;35,060
1/8/2016 14:00;34,852
1/8/2016 14:15;35,319
1/8/2016 14:30;35,725
1/8/2016 14:45;36,319
1/8/2016 15:00;35,451
1/8/2016 15:15;35,172
1/8/2016 15:30;34,880
1/8/2016 15:45;34,733
1/8/2016 16:00;35,025
1/8/2016 16:15;36,923
1/8/2016 16:30;36,078
1/8/2016 16:45;34,587
1/8/2016 17:00;34,392
1/8/2016 17:15;34,561
1/8/2016 17:30;33,845
1/8/2016 17:45;34,068
1/8/2016 18:00;33,843
1/8/2016 18:15;33,504
1/8/2016 18:30;33,434
1/8/2016 18:45;35,086
1/8/2016 19:00;33,869
1/8/2016 19:15;32,309
1/8/2016 19:30;31,164
1/8/2016 19:45;30,287
1/8/2016 20:00;29,539
1/8/2016 20:15;28,880
1/8/2016 20:30;28,348
1/8/2016 20:45;27,816
1/8/2016 21:00;27,329
1/8/2016 21:15;27,088
1/8/2016 21:30;26,753
1/8/2016 21:45;26,464
1/8/2016 22:00;26,432
1/8/2016 22:15;25,966
1/8/2016 22:30;25,827
1/8/2016 22:45;25,787
1/8/2016 23:00;25,814
1/8/2016 23:15;25,839
1/8/2016 23:30;26,037
1/8/2016 23:45;25,895
2/8/2016 00:00;25,771
2/8/2016 00:15;25,784
2/8/2016 00:30;25,716
2/8/2016 00:45;25,566
2/8/2016 01:00;25,623
2/8/2016 01:15;25,477
2/8/2016 01:30;25,514
2/8/2016 01:45;25,557
2/8/2016 02:00;25,397
2/8/2016 02:15;25,091
2/8/2016 02:30;25,212
2/8/2016 02:45;25,246
2/8/2016 03:00;25,218
2/8/2016 03:15;24,965
2/8/2016 03:30;24,762
2/8/2016 03:45;24,564
2/8/2016 04:00;24,367
2/8/2016 04:15;23,979
2/8/2016 04:30;23,636
2/8/2016 04:45;23,431
2/8/2016 05:00;23,191
2/8/2016 05:15;23,251
2/8/2016 05:30;23,219
2/8/2016 05:45;23,239
2/8/2016 06:00;23,694
2/8/2016 06:15;23,974
2/8/2016 06:30;24,184
2/8/2016 06:45;24,290
2/8/2016 07:00;24,290
2/8/2016 07:15;24,236
2/8/2016 07:30;24,216
2/8/2016 07:45;24,544
2/8/2016 08:00;24,794
2/8/2016 08:15;25,126
2/8/2016 08:30;25,533
2/8/2016 08:45;26,147
2/8/2016 09:00;26,502
2/8/2016 09:15;26,698
2/8/2016 09:30;27,001
2/8/2016 09:45;27,339
2/8/2016 10:00;27,846
2/8/2016 10:15;28,024
2/8/2016 10:30;28,116
2/8/2016 10:45;28,287
2/8/2016 11:00;29,676
2/8/2016 11:15;30,034
2/8/2016 11:30;30,023
2/8/2016 11:45;29,924
2/8/2016 12:00;29,375
2/8/2016 12:15;29,036
2/8/2016 12:30;29,007
2/8/2016 12:45;29,234
2/8/2016 13:00;29,144
2/8/2016 13:15;28,962
2/8/2016 13:30;29,022
2/8/2016 13:45;29,210
2/8/2016 14:00;28,936
2/8/2016 14:15;29,060
2/8/2016 14:30;28,930
2/8/2016 14:45;28,915
2/8/2016 15:00;28,879
2/8/2016 15:15;29,027
2/8/2016 15:30;29,227
2/8/2016 15:45;28,972
2/8/2016 16:00;29,182
2/8/2016 16:15;29,335
2/8/2016 16:30;28,603
2/8/2016 16:45;28,315
2/8/2016 17:00;28,340
2/8/2016 17:15;28,236
2/8/2016 17:30;28,228
2/8/2016 17:45;28,141
2/8/2016 18:00;27,735
2/8/2016 18:15;27,419
2/8/2016 18:30;27,566
2/8/2016 18:45;28,539
2/8/2016 19:00;27,114
2/8/2016 19:15;26,132
2/8/2016 19:30;25,480
2/8/2016 19:45;25,085
2/8/2016 20:00;24,749
2/8/2016 20:15;24,462
2/8/2016 20:30;24,162
2/8/2016 20:45;23,943
2/8/2016 21:00;23,807
2/8/2016 21:15;23,771
2/8/2016 21:30;23,789
2/8/2016 21:45;23,790
2/8/2016 22:00;23,735
2/8/2016 22:15;23,700
2/8/2016 22:30;23,637
2/8/2016 22:45;23,524
2/8/2016 23:00;23,426
2/8/2016 23:15;23,294
2/8/2016 23:30;23,284
2/8/2016 23:45;23,210
3/8/2016 00:00;23,187
3/8/2016 00:15;23,155
3/8/2016 00:30;23,132
3/8/2016 00:45;23,059
3/8/2016 01:00;22,985
3/8/2016 01:15;22,929
3/8/2016 01:30;22,937
3/8/2016 01:45;22,942
3/8/2016 02:00;22,904
3/8/2016 02:15;22,877
3/8/2016 02:30;22,871
3/8/2016 02:45;22,851
3/8/2016 03:00;22,784
3/8/2016 03:15;22,663
3/8/2016 03:30;22,632
3/8/2016 03:45;22,670
3/8/2016 04:00;22,618
3/8/2016 04:15;22,515
3/8/2016 04:30;22,372
3/8/2016 04:45;22,330
3/8/2016 05:00;22,501
3/8/2016 05:15;22,582
3/8/2016 05:30;22,619
3/8/2016 05:45;22,570
3/8/2016 06:00;22,501
3/8/2016 06:15;22,466
3/8/2016 06:30;22,519
3/8/2016 06:45;22,561
3/8/2016 07:00;22,641
3/8/2016 07:15;22,855
3/8/2016 07:30;23,149
3/8/2016 07:45;23,458
3/8/2016 08:00;23,816
3/8/2016 08:15;24,220
3/8/2016 08:30;26,508
3/8/2016 08:45;27,593
3/8/2016 09:00;27,200
3/8/2016 09:15;27,170
3/8/2016 09:30;27,958
3/8/2016 09:45;28,450
3/8/2016 10:00;28,548
3/8/2016 10:15;28,850
3/8/2016 10:30;29,328
3/8/2016 10:45;29,575
3/8/2016 11:00;29,724
3/8/2016 11:15;30,167
3/8/2016 11:30;30,167
3/8/2016 11:45;29,830
3/8/2016 12:00;29,753
3/8/2016 12:15;29,605
3/8/2016 12:30;29,556
3/8/2016 12:45;30,194
3/8/2016 13:00;30,458
3/8/2016 13:15;30,850
3/8/2016 13:30;31,119
3/8/2016 13:45;31,081
3/8/2016 14:00;30,632
3/8/2016 14:15;31,153
3/8/2016 14:30;31,241
3/8/2016 14:45;31,478
3/8/2016 15:00;31,303
3/8/2016 15:15;31,570
3/8/2016 15:30;31,704
3/8/2016 15:45;31,443
3/8/2016 16:00;32,583
3/8/2016 16:15;34,064
3/8/2016 16:30;32,846
3/8/2016 16:45;31,750
3/8/2016 17:00;31,302
3/8/2016 17:15;30,853
3/8/2016 17:30;31,078
3/8/2016 17:45;31,346
3/8/2016 18:00;30,560
3/8/2016 18:15;30,326
3/8/2016 18:30;30,425
3/8/2016 18:45;31,541
3/8/2016 19:00;29,952
3/8/2016 19:15;28,303
3/8/2016 19:30;27,132
3/8/2016 19:45;26,239
3/8/2016 20:00;25,681
3/8/2016 20:15;25,204
3/8/2016 20:30;24,887
3/8/2016 20:45;24,569
3/8/2016 21:00;24,299
3/8/2016 21:15;24,020
3/8/2016 21:30;23,822
3/8/2016 21:45;23,592
3/8/2016 22:00;23,544
3/8/2016 22:15;23,547
3/8/2016 22:30;23,484
3/8/2016 22:45;23,410
3/8/2016 23:00;23,384
3/8/2016 23:15;23,492
3/8/2016 23:30;23,553
3/8/2016 23:45;23,649
4/8/2016 00:00;23,573
4/8/2016 00:15;23,583
4/8/2016 00:30;23,562
4/8/2016 00:45;23,509
4/8/2016 01:00;23,519
4/8/2016 01:15;23,487
4/8/2016 01:30;23,515
4/8/2016 01:45;23,582
4/8/2016 02:00;23,541
4/8/2016 02:15;23,621
4/8/2016 02:30;23,652
4/8/2016 02:45;23,652
4/8/2016 03:00;23,642
4/8/2016 03:15;23,608
4/8/2016 03:30;23,623
4/8/2016 03:45;23,544
4/8/2016 04:00;23,559
4/8/2016 04:15;23,373
4/8/2016 04:30;23,354
4/8/2016 04:45;23,352
4/8/2016 05:00;23,217
4/8/2016 05:15;23,290
4/8/2016 05:30;23,284
4/8/2016 05:45;23,258
4/8/2016 06:00;23,072
4/8/2016 06:15;22,895
4/8/2016 06:30;23,077
4/8/2016 06:45;23,326
4/8/2016 07:00;23,560
4/8/2016 07:15;23,959
4/8/2016 07:30;24,577
4/8/2016 07:45;25,092
4/8/2016 08:00;25,530
4/8/2016 08:15;25,986
4/8/2016 08:30;26,969
4/8/2016 08:45;28,068
4/8/2016 09:00;28,962
4/8/2016 09:15;29,484
4/8/2016 09:30;30,348
4/8/2016 09:45;31,166
4/8/2016 10:00;31,909
4/8/2016 10:15;32,484
4/8/2016 10:30;32,701
4/8/2016 10:45;33,056
4/8/2016 11:00;33,344
4/8/2016 11:15;33,636
4/8/2016 11:30;33,928
4/8/2016 11:45;34,182
4/8/2016 12:00;34,479
4/8/2016 12:15;34,773
4/8/2016 12:30;34,796
4/8/2016 12:45;34,829
4/8/2016 13:00;34,937
4/8/2016 13:15;34,700
4/8/2016 13:30;34,727
4/8/2016 13:45;34,636
4/8/2016 14:00;34,591
4/8/2016 14:15;34,696
4/8/2016 14:30;34,858
4/8/2016 14:45;35,276
4/8/2016 15:00;34,965
4/8/2016 15:15;34,725
4/8/2016 15:30;35,098
4/8/2016 15:45;35,022
4/8/2016 16:00;35,560
4/8/2016 16:15;37,023
4/8/2016 16:30;36,597
4/8/2016 16:45;35,470
4/8/2016 17:00;34,727
4/8/2016 17:15;34,191
4/8/2016 17:30;33,599
4/8/2016 17:45;33,686
4/8/2016 18:00;33,244
4/8/2016 18:15;32,606
4/8/2016 18:30;32,239
4/8/2016 18:45;33,634
4/8/2016 19:00;32,204
4/8/2016 19:15;30,894
4/8/2016 19:30;29,967
4/8/2016 19:45;29,095
4/8/2016 20:00;28,333
4/8/2016 20:15;27,689
4/8/2016 20:30;27,234
4/8/2016 20:45;26,895
4/8/2016 21:00;26,574
4/8/2016 21:15;26,308
4/8/2016 21:30;26,109
4/8/2016 21:45;26,279
4/8/2016 22:00;26,432
4/8/2016 22:15;26,067
4/8/2016 22:30;26,101
4/8/2016 22:45;26,312
4/8/2016 23:00;26,165
4/8/2016 23:15;26,394
4/8/2016 23:30;26,321
4/8/2016 23:45;26,504
5/8/2016 00:00;26,590
5/8/2016 00:15;26,434
5/8/2016 00:30;26,537
5/8/2016 00:45;26,593
5/8/2016 01:00;26,479
5/8/2016 01:15;26,444
5/8/2016 01:30;26,253
5/8/2016 01:45;26,046
5/8/2016 02:00;26,100
5/8/2016 02:15;26,229
5/8/2016 02:30;26,137
5/8/2016 02:45;25,993
5/8/2016 03:00;25,869
5/8/2016 03:15;25,687
5/8/2016 03:30;25,734
5/8/2016 03:45;26,137
5/8/2016 04:00;26,193
5/8/2016 04:15;26,135
5/8/2016 04:30;26,164
5/8/2016 04:45;26,189
5/8/2016 05:00;26,183
5/8/2016 05:15;26,236
5/8/2016 05:30;26,239
5/8/2016 05:45;26,094
5/8/2016 06:00;25,620
5/8/2016 06:15;25,355
5/8/2016 06:30;25,126
5/8/2016 06:45;25,144
5/8/2016 07:00;24,868
5/8/2016 07:15;24,794
5/8/2016 07:30;25,018
5/8/2016 07:45;25,557
5/8/2016 08:00;25,904
5/8/2016 08:15;26,294
5/8/2016 08:30;27,034
5/8/2016 08:45;28,130
5/8/2016 09:00;29,319
5/8/2016 09:15;29,920
5/8/2016 09:30;30,710
5/8/2016 09:45;31,421
5/8/2016 10:00;31,812
5/8/2016 10:15;31,894
5/8/2016 10:30;32,466
5/8/2016 10:45;32,989
5/8/2016 11:00;33,268
5/8/2016 11:15;33,308
5/8/2016 11:30;33,508
5/8/2016 11:45;33,665
5/8/2016 12:00;33,947
5/8/2016 12:15;34,178
5/8/2016 12:30;34,455
5/8/2016 12:45;34,933
5/8/2016 13:00;35,470
5/8/2016 13:15;34,944
5/8/2016 13:30;34,783
5/8/2016 13:45;34,959
5/8/2016 14:00;34,730
5/8/2016 14:15;35,114
5/8/2016 14:30;34,970
5/8/2016 14:45;35,165
5/8/2016 15:00;35,260
5/8/2016 15:15;34,806
5/8/2016 15:30;35,271
5/8/2016 15:45;35,150
5/8/2016 16:00;35,258
5/8/2016 16:15;36,383
5/8/2016 16:30;36,447
5/8/2016 16:45;35,522
5/8/2016 17:00;35,025
5/8/2016 17:15;34,778
5/8/2016 17:30;34,617
5/8/2016 17:45;34,661
5/8/2016 18:00;34,147
5/8/2016 18:15;33,985
5/8/2016 18:30;34,019
5/8/2016 18:45;35,396
5/8/2016 19:00;34,237
5/8/2016 19:15;32,865
5/8/2016 19:30;31,782
5/8/2016 19:45;31,042
5/8/2016 20:00;30,449
5/8/2016 20:15;29,977
5/8/2016 20:30;29,360
5/8/2016 20:45;28,741
5/8/2016 21:00;28,156
5/8/2016 21:15;27,622
5/8/2016 21:30;27,201
5/8/2016 21:45;26,975
5/8/2016 22:00;26,589
5/8/2016 22:15;26,336
5/8/2016 22:30;26,075
5/8/2016 22:45;25,814
5/8/2016 23:00;25,706
5/8/2016 23:15;25,639
5/8/2016 23:30;25,588
5/8/2016 23:45;25,574
6/8/2016 00:00;25,573
6/8/2016 00:15;25,752
6/8/2016 00:30;25,802
6/8/2016 00:45;25,636
6/8/2016 01:00;25,360
6/8/2016 01:15;25,101
6/8/2016 01:30;24,890
6/8/2016 01:45;24,614
6/8/2016 02:00;24,431
6/8/2016 02:15;24,238
6/8/2016 02:30;23,987
6/8/2016 02:45;23,796
6/8/2016 03:00;23,694
6/8/2016 03:15;23,634
6/8/2016 03:30;23,620
6/8/2016 03:45;23,588
6/8/2016 04:00;23,506
6/8/2016 04:15;23,396
6/8/2016 04:30;23,730
6/8/2016 04:45;23,848
6/8/2016 05:00;23,787
6/8/2016 05:15;23,789
6/8/2016 05:30;23,866
6/8/2016 05:45;23,825
6/8/2016 06:00;23,713
6/8/2016 06:15;23,835
6/8/2016 06:30;23,771
6/8/2016 06:45;23,757
6/8/2016 07:00;23,767
6/8/2016 07:15;23,889
6/8/2016 07:30;24,108
6/8/2016 07:45;24,463
6/8/2016 08:00;25,147
6/8/2016 08:15;25,662
6/8/2016 08:30;25,956
6/8/2016 08:45;26,531
6/8/2016 09:00;27,819
6/8/2016 09:15;28,501
6/8/2016 09:30;29,444
6/8/2016 09:45;30,130
6/8/2016 10:00;30,638
6/8/2016 10:15;31,217
6/8/2016 10:30;31,726
6/8/2016 10:45;32,239
6/8/2016 11:00;32,307
6/8/2016 11:15;32,180
6/8/2016 11:30;32,458
6/8/2016 11:45;32,720
6/8/2016 12:00;32,458
6/8/2016 12:15;32,290
6/8/2016 12:30;32,726
6/8/2016 12:45;33,287
6/8/2016 13:00;33,876
6/8/2016 13:15;33,988
6/8/2016 13:30;33,817
6/8/2016 13:45;34,407
6/8/2016 14:00;34,531
6/8/2016 14:15;34,291
6/8/2016 14:30;34,030
6/8/2016 14:45;34,265
6/8/2016 15:00;34,410
6/8/2016 15:15;34,208
6/8/2016 15:30;34,289
6/8/2016 15:45;34,017
6/8/2016 16:00;33,874
6/8/2016 16:15;34,802
6/8/2016 16:30;34,257
6/8/2016 16:45;33,360
6/8/2016 17:00;32,535
6/8/2016 17:15;32,466
6/8/2016 17:30;32,190
6/8/2016 17:45;31,813
6/8/2016 18:00;31,517
6/8/2016 18:15;31,078
6/8/2016 18:30;30,861
6/8/2016 18:45;31,813
6/8/2016 19:00;30,644
6/8/2016 19:15;29,475
6/8/2016 19:30;28,582
6/8/2016 19:45;27,769
6/8/2016 20:00;27,357
6/8/2016 20:15;26,872
6/8/2016 20:30;26,516
6/8/2016 20:45;26,242
6/8/2016 21:00;25,992
6/8/2016 21:15;25,765
6/8/2016 21:30;25,574
6/8/2016 21:45;25,437
6/8/2016 22:00;25,391
6/8/2016 22:15;25,290
6/8/2016 22:30;25,206
6/8/2016 22:45;25,095
6/8/2016 23:00;25,072
6/8/2016 23:15;24,923
6/8/2016 23:30;24,680
6/8/2016 23:45;24,384
7/8/2016 00:00;24,247
7/8/2016 00:15;24,220
7/8/2016 00:30;24,162
7/8/2016 00:45;24,105
7/8/2016 01:00;24,093
7/8/2016 01:15;23,969
7/8/2016 01:30;23,930
7/8/2016 01:45;23,985
7/8/2016 02:00;24,020
7/8/2016 02:15;23,930
7/8/2016 02:30;23,873
7/8/2016 02:45;23,759
7/8/2016 03:00;23,806
7/8/2016 03:15;24,041
7/8/2016 03:30;24,144
7/8/2016 03:45;24,279
7/8/2016 04:00;24,419
7/8/2016 04:15;24,570
7/8/2016 04:30;24,582
7/8/2016 04:45;24,386
7/8/2016 05:00;24,241
7/8/2016 05:15;24,280
7/8/2016 05:30;24,273
7/8/2016 05:45;24,311
7/8/2016 06:00;24,308
7/8/2016 06:15;24,232
7/8/2016 06:30;24,163
7/8/2016 06:45;24,172
7/8/2016 07:00;24,194
7/8/2016 07:15;24,238
7/8/2016 07:30;24,279
7/8/2016 07:45;24,380
7/8/2016 08:00;24,342
7/8/2016 08:15;24,365
7/8/2016 08:30;24,304
7/8/2016 08:45;24,815
7/8/2016 09:00;24,921
7/8/2016 09:15;25,251
7/8/2016 09:30;25,585
7/8/2016 09:45;25,854
7/8/2016 10:00;26,156
7/8/2016 10:15;26,922
7/8/2016 10:30;28,091
7/8/2016 10:45;30,301
7/8/2016 11:00;31,270
7/8/2016 11:15;31,599
7/8/2016 11:30;32,079
7/8/2016 11:45;31,641
7/8/2016 12:00;32,091
7/8/2016 12:15;32,581
7/8/2016 12:30;32,139
7/8/2016 12:45;32,266
7/8/2016 13:00;33,077
7/8/2016 13:15;32,610
7/8/2016 13:30;33,176
7/8/2016 13:45;33,874
7/8/2016 14:00;34,299
7/8/2016 14:15;35
7/8/2016 14:30;35,514
7/8/2016 14:45;34,123
7/8/2016 15:00;32,153
7/8/2016 15:15;30,997
7/8/2016 15:30;30,500
7/8/2016 15:45;30,906
7/8/2016 16:00;31,162
7/8/2016 16:15;32,049
7/8/2016 16:30;32,115
7/8/2016 16:45;31,379
7/8/2016 17:00;30,486
7/8/2016 17:15;30,283
7/8/2016 17:30;30,221
7/8/2016 17:45;30,164
7/8/2016 18:00;30,060
7/8/2016 18:15;29,809
7/8/2016 18:30;29,722
7/8/2016 18:45;29,550
7/8/2016 19:00;29,404
7/8/2016 19:15;29,098
7/8/2016 19:30;28,758
7/8/2016 19:45;28,471
7/8/2016 20:00;28,207
7/8/2016 20:15;27,869
7/8/2016 20:30;27,345
7/8/2016 20:45;26,907
7/8/2016 21:00;26,648
7/8/2016 21:15;26,443
7/8/2016 21:30;26,379
7/8/2016 21:45;26,333
7/8/2016 22:00;26,325
7/8/2016 22:15;26,279
7/8/2016 22:30;26,083
7/8/2016 22:45;24,843
7/8/2016 23:00;23,946
7/8/2016 23:15;23,666
7/8/2016 23:30;23,652
7/8/2016 23:45;21,481
8/8/2016 00:00;20,637
8/8/2016 00:15;20,392
